"","date","wp1","wp2","wp3","wp4","wp5","wp6","wp7"
"4993",2010-01-25 00:00:00,0.787,0.91,0.978,0.942,0.187,0.882,0.909
"4994",2010-01-25 01:00:00,0.772,0.889,0.85,0.937,0.217,0.855,0.884
"4995",2010-01-25 02:00:00,0.747,0.709,0.662,0.909,0.42,0.829,0.859
"4996",2010-01-25 03:00:00,0.657,0.471,0.958,0.854,0.809,0.816,0.833
"4997",2010-01-25 04:00:00,0.622,0.429,0.929,0.81,0.961,0.803,0.833
"4998",2010-01-25 05:00:00,0.556,0.386,0.692,0.793,0.966,0.737,0.808
"4999",2010-01-25 06:00:00,0.486,0.243,0.702,0.672,0.966,0.592,0.631
"5000",2010-01-25 07:00:00,0.321,0.175,0.711,0.606,0.961,0.487,0.581
"5001",2010-01-25 08:00:00,0.095,0.169,0.81,0.457,0.95,0.368,0.429
"5002",2010-01-25 09:00:00,0.155,0.116,0.692,0.391,0.966,0.355,0.354
"5003",2010-01-25 10:00:00,0.195,0.111,0.524,0.353,0.95,0.289,0.202
"5004",2010-01-25 11:00:00,0.206,0.106,0.524,0.298,0.93,0.197,0.152
"5005",2010-01-25 12:00:00,0.185,0.111,0.899,0.204,0.956,0.132,0.152
"5006",2010-01-25 13:00:00,0.165,0.063,0.879,0.16,0.95,0.184,0.303
"5007",2010-01-25 14:00:00,0.18,0.037,0.573,0.457,0.885,0.263,0.202
"5008",2010-01-25 15:00:00,0.201,0.021,0.464,0.391,0.91,0.237,0.227
"5009",2010-01-25 16:00:00,0.456,0.016,0.761,0.595,0.94,0.368,0.354
"5010",2010-01-25 17:00:00,0.647,0.011,0.909,0.672,0.935,0.658,0.682
"5011",2010-01-25 18:00:00,0.757,0.016,0.949,0.777,0.763,0.803,0.758
"5012",2010-01-25 19:00:00,0.862,0.011,0.949,0.733,0.713,0.737,0.682
"5013",2010-01-25 20:00:00,0.762,0.042,0.721,0.821,0.945,0.711,0.682
"5014",2010-01-25 21:00:00,0.657,0.037,0.741,0.815,0.966,0.763,0.682
"5015",2010-01-25 22:00:00,0.521,0.042,0.85,0.782,0.966,0.658,0.631
"5016",2010-01-25 23:00:00,0.471,0.085,0.711,0.656,0.966,0.632,0.657
"5017",2010-01-26 00:00:00,0.461,0.09,0.672,0.645,0.956,0.75,0.682
"5018",2010-01-26 01:00:00,0.446,0.074,0.781,0.705,0.966,0.658,0.732
"5019",2010-01-26 02:00:00,0.471,0.053,0.761,0.623,0.95,0.75,0.657
"5020",2010-01-26 03:00:00,0.361,0.048,0.781,0.722,0.94,0.724,0.758
"5021",2010-01-26 04:00:00,0.371,0.037,0.899,0.683,0.956,0.789,0.758
"5022",2010-01-26 05:00:00,0.421,0.011,0.702,0.661,0.945,0.684,0.707
"5023",2010-01-26 06:00:00,0.346,0.016,0.909,0.567,0.92,0.645,0.657
"5024",2010-01-26 07:00:00,0.366,0.021,0.958,0.579,0.804,0.684,0.682
"5025",2010-01-26 08:00:00,0.301,0.037,0.949,0.562,0.743,0.579,0.657
"5026",2010-01-26 09:00:00,0.256,0.037,0.968,0.534,0.662,0.553,0.657
"5027",2010-01-26 10:00:00,0.281,0.032,0.929,0.446,0.753,0.605,0.732
"5028",2010-01-26 11:00:00,0.291,0.042,0.949,0.573,0.698,0.75,0.833
"5029",2010-01-26 12:00:00,0.341,0.212,0.968,0.606,0.667,0.803,0.808
"5030",2010-01-26 13:00:00,0.311,0.423,0.899,0.656,0.763,0.776,0.808
"5031",2010-01-26 14:00:00,0.351,0.386,0.8,0.661,0.834,0.789,0.808
"5032",2010-01-26 15:00:00,0.471,0.434,0.8,0.612,0.819,0.776,0.808
"5033",2010-01-26 16:00:00,0.566,0.45,0.84,0.755,0.789,0.789,0.732
"5034",2010-01-26 17:00:00,0.632,0.444,0.83,0.81,0.88,0.803,0.758
"5035",2010-01-26 18:00:00,0.632,0.392,0.889,0.738,0.92,0.763,0.732
"5036",2010-01-26 19:00:00,0.652,0.487,0.929,0.766,0.93,0.776,0.808
"5037",2010-01-26 20:00:00,0.657,0.608,0.939,0.832,0.93,0.776,0.783
"5038",2010-01-26 21:00:00,0.617,0.624,0.939,0.744,0.935,0.737,0.682
"5039",2010-01-26 22:00:00,0.637,0.54,0.929,0.766,0.961,0.803,0.732
"5040",2010-01-26 23:00:00,0.727,0.439,0.929,0.744,0.961,0.842,0.833
"5041",2010-01-27 00:00:00,0.752,0.434,0.86,0.678,0.966,0.842,0.859
"5042",2010-01-27 01:00:00,0.742,0.423,0.939,0.551,0.961,0.658,0.808
"5043",2010-01-27 02:00:00,0.692,0.365,0.949,0.59,0.956,0.539,0.707
"5044",2010-01-27 03:00:00,0.607,0.333,0.949,0.49,0.956,0.526,0.606
"5045",2010-01-27 04:00:00,0.642,0.323,0.968,0.43,0.956,0.513,0.606
"5046",2010-01-27 05:00:00,0.662,0.254,0.949,0.336,0.961,0.697,0.758
"5047",2010-01-27 06:00:00,0.566,0.233,0.939,0.7,0.93,0.75,0.732
"5048",2010-01-27 07:00:00,0.642,0.238,0.919,0.573,0.895,0.421,0.354
"5049",2010-01-27 08:00:00,0.652,0.302,0.909,0.375,0.642,0.25,0.303
"5050",2010-01-27 09:00:00,0.421,0.302,0.86,0.22,0.667,0.447,0.833
"5051",2010-01-27 10:00:00,0.226,0.344,0.771,0.54,0.521,0.75,0.859
"5052",2010-01-27 11:00:00,0.201,0.471,0.672,0.815,0.324,0.816,0.884
"5053",2010-01-27 12:00:00,0.396,0.481,0.623,0.915,0.298,0.816,0.909
"5054",2010-01-27 13:00:00,0.416,0.429,0.593,0.854,0.217,0.842,0.859
"5055",2010-01-27 14:00:00,0.591,0.397,0.81,0.86,0.248,0.855,0.934
"5056",2010-01-27 15:00:00,0.797,0.413,0.81,0.887,0.389,0.868,0.934
"5057",2010-01-27 16:00:00,0.877,0.444,0.791,0.926,0.404,0.882,0.934
"5058",2010-01-27 17:00:00,0.852,0.444,0.889,0.92,0.485,0.855,0.934
"5059",2010-01-27 18:00:00,0.817,0.46,0.899,0.92,0.758,0.855,0.934
"5060",2010-01-27 19:00:00,0.792,0.481,0.899,0.915,0.935,0.855,0.909
"5061",2010-01-27 20:00:00,0.767,0.497,0.939,0.931,0.935,0.868,0.934
"5062",2010-01-27 21:00:00,0.822,0.476,0.939,0.909,0.93,0.855,0.909
"5063",2010-01-27 22:00:00,0.767,0.429,0.949,0.893,0.961,0.855,0.934
"5064",2010-01-27 23:00:00,0.782,0.423,0.919,0.876,0.961,0.868,0.909
"5065",2010-01-28 00:00:00,0.692,0.418,0.929,0.865,0.93,0.868,0.934
"5066",2010-01-28 01:00:00,0.687,0.471,0.958,0.909,0.956,0.868,0.934
"5067",2010-01-28 02:00:00,0.857,0.614,0.968,0.942,0.935,0.868,0.934
"5068",2010-01-28 03:00:00,0.932,0.72,0.929,0.942,0.915,0.868,0.934
"5069",2010-01-28 04:00:00,0.862,0.72,0.939,0.942,0.804,0.829,0.934
"5070",2010-01-28 05:00:00,0.586,0.73,0.929,0.937,0.41,0.776,0.884
"5071",2010-01-28 06:00:00,0.501,0.704,0.879,0.832,0.096,0.829,0.859
"5072",2010-01-28 07:00:00,0.386,0.783,0.751,0.623,0.101,0.803,0.808
"5073",2010-01-28 08:00:00,0.346,0.635,0.771,0.617,0.056,0.816,0.859
"5074",2010-01-28 09:00:00,0.261,0.317,0.781,0.413,0.081,0.855,0.909
"5075",2010-01-28 10:00:00,0.416,0.259,0.929,0.848,0.02,0.816,0.859
"5076",2010-01-28 11:00:00,0.591,0.392,0.949,0.931,0.137,0.882,0.909
"5077",2010-01-28 12:00:00,0.662,0.407,0.958,0.931,0.273,0.882,0.909
"5078",2010-01-28 13:00:00,0.772,0.402,0.978,0.926,0.121,0.882,0.909
"5079",2010-01-28 14:00:00,0.747,0.402,0.978,0.937,0.025,0.882,0.909
"5080",2010-01-28 15:00:00,0.742,0.524,0.949,0.942,0.167,0.882,0.909
"5081",2010-01-28 16:00:00,0.747,0.534,0.958,0.937,0.359,0.882,0.934
"5082",2010-01-28 17:00:00,0.717,0.45,0.978,0.937,0.799,0.882,0.96
"5083",2010-01-28 18:00:00,0.576,0.296,0.968,0.882,0.93,0.882,0.96
"5084",2010-01-28 19:00:00,0.561,0.365,0.949,0.904,0.92,0.882,0.96
"5085",2010-01-28 20:00:00,0.461,0.561,0.909,0.92,0.935,0.882,0.96
"5086",2010-01-28 21:00:00,0.231,0.688,0.83,0.909,0.945,0.868,0.934
"5087",2010-01-28 22:00:00,0.271,0.635,0.662,0.898,0.961,0.855,0.934
"5088",2010-01-28 23:00:00,0.476,0.492,0.494,0.904,0.95,0.855,0.909
"5089",2010-01-29 00:00:00,0.316,0.439,0.316,0.865,0.935,0.816,0.884
"5090",2010-01-29 01:00:00,0.241,0.36,0.296,0.749,0.94,0.829,0.859
"5091",2010-01-29 02:00:00,0.15,0.063,0.356,0.689,0.956,0.724,0.808
"5092",2010-01-29 03:00:00,0.125,0.021,0.435,0.193,0.95,0.671,0.783
"5093",2010-01-29 04:00:00,0.125,0.016,0.356,0.022,0.945,0.618,0.732
"5094",2010-01-29 05:00:00,0.15,0,0.227,0.006,0.925,0.526,0.783
"5095",2010-01-29 06:00:00,0.195,0.005,0.217,0.011,0.865,0.553,0.732
"5096",2010-01-29 07:00:00,0.175,0.016,0.227,0.006,0.551,0.553,0.732
"5097",2010-01-29 08:00:00,0.236,0.021,0.237,0.022,0.389,0.539,0.682
"5098",2010-01-29 09:00:00,0.251,0.011,0.257,0.017,0.344,0.632,0.758
"5099",2010-01-29 10:00:00,0.256,0,0.217,0.05,0.293,0.671,0.732
"5100",2010-01-29 11:00:00,0.08,0.005,0.257,0.028,0.268,0.132,0.732
"5101",2010-01-29 12:00:00,0.03,0,0.208,0.132,0.233,0.105,0.202
"5102",2010-01-29 13:00:00,0,0,0.257,0.413,0.212,0.092,0.076
"5103",2010-01-29 14:00:00,0.015,0,0.198,0.799,0.197,0.026,0.025
"5104",2010-01-29 15:00:00,0.04,0,0.227,0.782,0.187,0.013,0
"5105",2010-01-29 16:00:00,0.346,0,0.237,0.678,0.217,0.066,0
"5106",2010-01-29 17:00:00,0.381,0,0.208,0.606,0.243,0.421,0
"5107",2010-01-29 18:00:00,0.336,0,0.168,0.468,0.202,0.421,0
"5108",2010-01-29 19:00:00,0.236,0,0.128,0.402,0.207,0.276,0
"5109",2010-01-29 20:00:00,0.211,0,0.128,0.298,0.187,0.289,0.051
"5110",2010-01-29 21:00:00,0.271,0,0.099,0.331,0.253,0.263,0.101
"5111",2010-01-29 22:00:00,0.266,0,0.059,0.198,0.319,0.25,0.126
"5112",2010-01-29 23:00:00,0.266,0,0.049,0.226,0.399,0.289,0.101
"5113",2010-01-30 00:00:00,0.19,0.09,0.049,0.287,0.47,0.25,0.101
"5114",2010-01-30 01:00:00,0.075,0.122,0.069,0.259,0.415,0.184,0.076
"5115",2010-01-30 02:00:00,0.015,0.159,0.099,0.127,0.344,0.224,0.126
"5116",2010-01-30 03:00:00,0.03,0.169,0.079,0.083,0.364,0.224,0.126
"5117",2010-01-30 04:00:00,0.025,0.122,0.069,0.165,0.349,0.237,0.152
"5118",2010-01-30 05:00:00,0.035,0.085,0.089,0.154,0.329,0.145,0.202
"5119",2010-01-30 06:00:00,0.01,0.074,0.04,0.099,0.238,0.118,0.126
"5120",2010-01-30 07:00:00,0.02,0.138,0.049,0.094,0.096,0.158,0.152
"5121",2010-01-30 08:00:00,0.04,0.185,0.059,0.226,0.04,0.158,0.126
"5122",2010-01-30 09:00:00,0.015,0.228,0.089,0.259,0.035,0.079,0.076
"5123",2010-01-30 10:00:00,0,0.254,0.099,0.105,0,0.053,0.076
"5124",2010-01-30 11:00:00,0,0.265,0.119,0.209,0.005,0.066,0.076
"5125",2010-01-30 12:00:00,0,0.175,0.079,0.325,0.02,0.079,0.126
"5126",2010-01-30 13:00:00,0.005,0.222,0.208,0.138,0.005,0.079,0.177
"5127",2010-01-30 14:00:00,0.015,0.222,0.227,0.154,0,0.145,0.253
"5128",2010-01-30 15:00:00,0,0.085,0.158,0.187,0,0.171,0.379
"5129",2010-01-30 16:00:00,0,0.148,0.138,0.165,0,0.158,0.177
"5130",2010-01-30 17:00:00,0,0.153,0.168,0.066,0,0.171,0.025
"5131",2010-01-30 18:00:00,0,0.143,0.227,0.022,0,0.105,0.076
"5132",2010-01-30 19:00:00,0,0.153,0.208,0.05,0,0.092,0.051
"5133",2010-01-30 20:00:00,0,0.111,0.217,0.116,0,0.092,0.051
"5134",2010-01-30 21:00:00,0,0.116,0.168,0.121,0,0.171,0.076
"5135",2010-01-30 22:00:00,0,0.138,0.099,0.132,0,0.211,0.101
"5136",2010-01-30 23:00:00,0,0.116,0.03,0.187,0,0.171,0.126
"5137",2010-01-31 00:00:00,0.005,0.185,0,0.231,0,0.171,0.126
"5138",2010-01-31 01:00:00,0.09,0.307,0,0.287,0,0.171,0.177
"5139",2010-01-31 02:00:00,0.14,0.344,0,0.215,0.005,0.132,0.152
"5140",2010-01-31 03:00:00,0.201,0.354,0,0.198,0.01,0.092,0.126
"5141",2010-01-31 04:00:00,0.165,0.339,0,0.204,0.015,0.145,0.051
"5142",2010-01-31 05:00:00,0.125,0.344,0,0.209,0.025,0.171,0.101
"5143",2010-01-31 06:00:00,0.195,0.392,0,0.193,0.04,0.316,0.202
"5144",2010-01-31 07:00:00,0.271,0.444,0.04,0.226,0.071,0.342,0.177
"5145",2010-01-31 08:00:00,0.206,0.429,0.079,0.314,0.071,0.303,0.227
"5146",2010-01-31 09:00:00,0.18,0.402,0.138,0.303,0.056,0.25,0.152
"5147",2010-01-31 10:00:00,0.211,0.392,0.217,0.347,0.056,0.395,0.278
"5148",2010-01-31 11:00:00,0.211,0.376,0.356,0.59,0.111,0.421,0.455
"5149",2010-01-31 12:00:00,0.201,0.286,0.415,0.634,0.106,0.711,0.556
"5150",2010-01-31 13:00:00,0.341,0.19,0.415,0.683,0.116,0.658,0.606
"5151",2010-01-31 14:00:00,0.426,0.106,0.356,0.788,0.121,0.539,0.682
"5152",2010-01-31 15:00:00,0.516,0.063,0.405,0.843,0.111,0.566,0.556
"5153",2010-01-31 16:00:00,0.591,0.058,0.474,0.848,0.192,0.566,0.631
"5154",2010-01-31 17:00:00,0.486,0.132,0.682,0.81,0.177,0.671,0.732
"5155",2010-01-31 18:00:00,0.526,0.37,0.711,0.711,0.334,0.684,0.707
"5156",2010-01-31 19:00:00,0.581,0.725,0.672,0.793,0.506,0.671,0.682
"5157",2010-01-31 20:00:00,0.556,0.81,0.82,0.782,0.516,0.776,0.758
"5158",2010-01-31 21:00:00,0.461,0.788,0.87,0.711,0.667,0.776,0.783
"5159",2010-01-31 22:00:00,0.411,0.82,0.771,0.584,0.875,0.776,0.808
"5160",2010-01-31 23:00:00,0.321,0.868,0.741,0.755,0.885,0.816,0.884
"5161",2010-02-01 00:00:00,0.476,0.794,0.85,0.871,0.875,0.842,0.909
"5162",2010-02-01 01:00:00,0.672,0.815,0.83,0.876,0.849,0.816,0.934
"5163",2010-02-01 02:00:00,0.617,0.757,0.889,0.948,0.799,0.842,0.934
"5164",2010-02-01 03:00:00,0.541,0.847,0.83,0.964,0.895,0.882,0.909
"5165",2010-02-01 04:00:00,0.581,0.868,0.791,0.942,0.905,0.868,0.934
"5166",2010-02-01 05:00:00,0.727,0.788,0.632,0.882,0.915,0.763,0.909
"5167",2010-02-01 06:00:00,0.566,0.646,0.534,0.821,0.895,0.671,0.758
"5168",2010-02-01 07:00:00,0.586,0.614,0.455,0.38,0.93,0.592,0.631
"5169",2010-02-01 08:00:00,0.421,0.587,0.366,0.072,0.612,0.5,0.48
"5170",2010-02-01 09:00:00,0.276,0.683,0.316,0.077,0.329,0.382,0.354
"5171",2010-02-01 10:00:00,0.11,0.709,0.247,0.253,0.359,0.276,0.227
"5172",2010-02-01 11:00:00,0.09,0.688,0.178,0.441,0.354,0.303,0.227
"5173",2010-02-01 12:00:00,0.206,0.741,0.148,0.479,0.162,0.408,0.278
"5174",2010-02-01 13:00:00,0.431,0.751,0.089,0.623,0.152,0.461,0.404
"5175",2010-02-01 14:00:00,0.556,0.73,0.069,0.678,0.142,0.566,0.581
"5176",2010-02-01 15:00:00,0.742,0.725,0.02,0.777,0.061,0.671,0.783
"5177",2010-02-01 16:00:00,0.697,0.72,0.059,0.826,0.015,0.763,0.833
"5178",2010-02-01 17:00:00,0.757,0.698,0.109,0.793,0.106,0.763,0.707
"5179",2010-02-01 18:00:00,0.772,0.688,0.138,0.815,0.187,0.789,0.732
"5180",2010-02-01 19:00:00,0.792,0.746,0.099,0.771,0.45,0.671,0.631
"5181",2010-02-01 20:00:00,0.747,0.804,0.138,0.623,0.915,0.618,0.556
"5182",2010-02-01 21:00:00,0.667,0.714,0.168,0.452,0.925,0.5,0.48
"5183",2010-02-01 22:00:00,0.526,0.646,0.148,0.259,0.804,0.303,0.354
"5184",2010-02-01 23:00:00,0.346,0.524,0.109,0.176,0.49,0.224,0.253
"5185",2010-02-02 00:00:00,0.321,0.444,0.069,0.116,0.723,0.171,0.177
"5186",2010-02-02 01:00:00,0.246,0.344,0.04,0.11,0.895,0.145,0.177
"5187",2010-02-02 02:00:00,0.241,0.286,0.04,0.105,0.89,0.118,0.152
"5188",2010-02-02 03:00:00,0.256,0.302,0.03,0.055,0.632,0.105,0.101
"5189",2010-02-02 04:00:00,0.301,0.354,0,0.039,0.42,0.092,0.051
"5190",2010-02-02 05:00:00,0.391,0.376,0,0.028,0.394,0.092,0
"5191",2010-02-02 06:00:00,0.386,0.37,0,0.017,0.324,0.066,0
"5192",2010-02-02 07:00:00,0.326,0.37,0,0.011,0.238,0.026,0
"5193",2010-02-02 08:00:00,0.216,0.312,0,0,0.121,0.013,0
"5194",2010-02-02 09:00:00,0.211,0.233,0,0,0.051,0.013,0
"5195",2010-02-02 10:00:00,0.15,0.19,0.01,0,0.025,0,0
"5196",2010-02-02 11:00:00,0.025,0.138,0.02,0,0.015,0,0
"5197",2010-02-02 12:00:00,0,0.106,0.049,0,0.005,0,0
"5198",2010-02-02 13:00:00,0,0.053,0.089,0,0,0,0
"5199",2010-02-02 14:00:00,0,0.037,0.119,0,0,0.026,0.025
"5200",2010-02-02 15:00:00,0,0.021,0.148,0,0,0.039,0.076
"5201",2010-02-02 16:00:00,0,0.005,0.128,0,0,0.013,0.025
"5202",2010-02-02 17:00:00,0,0,0.128,0,0,0.039,0
"5203",2010-02-02 18:00:00,0.005,0,0.119,0,0,0.026,0
"5204",2010-02-02 19:00:00,0,0,0.128,0,0,0,0
"5205",2010-02-02 20:00:00,0,0,0.099,0,0,0,0
"5206",2010-02-02 21:00:00,0,0,0.079,0,0,0,0
"5207",2010-02-02 22:00:00,0,0,0.069,0,0,0,0
"5208",2010-02-02 23:00:00,0,0,0.119,0,0.005,0,0
"5209",2010-02-03 00:00:00,0,0,0.138,0,0.03,0,0
"5210",2010-02-03 01:00:00,0,0,0.158,0,0.02,0.013,0
"5211",2010-02-03 02:00:00,0,0.016,0.109,0,0.015,0.026,0
"5212",2010-02-03 03:00:00,0,0.058,0.03,0,0.015,0.013,0
"5213",2010-02-03 04:00:00,0,0.037,0,0,0.035,0,0
"5214",2010-02-03 05:00:00,0,0.042,0,0,0.02,0.026,0
"5215",2010-02-03 06:00:00,0,0.037,0,0,0.005,0.039,0
"5216",2010-02-03 07:00:00,0,0.048,0,0,0,0.026,0
"5217",2010-02-03 08:00:00,0,0.079,0,0,0,0.013,0
"5218",2010-02-03 09:00:00,0.005,0.18,0,0,0,0.013,0
"5219",2010-02-03 10:00:00,0,0.376,0,0,0.005,0.026,0
"5220",2010-02-03 11:00:00,0,0.423,0.03,0,0.01,0.013,0
"5221",2010-02-03 12:00:00,0,0.37,0.109,0.028,0.005,0.039,0.025
"5222",2010-02-03 13:00:00,0.035,0.328,0.089,0.187,0.005,0.171,0.076
"5223",2010-02-03 14:00:00,0.025,0.333,0.089,0.242,0.01,0.184,0.177
"5224",2010-02-03 15:00:00,0,0.423,0.089,0.226,0,0.224,0.202
"5225",2010-02-03 16:00:00,0.05,0.561,0.03,0.176,0,0.211,0.152
"5226",2010-02-03 17:00:00,0.241,0.667,0.079,0.171,0,0.237,0.177
"5227",2010-02-03 18:00:00,0.346,0.656,0.109,0.38,0,0.316,0.202
"5228",2010-02-03 19:00:00,0.371,0.54,0.109,0.634,0.015,0.474,0.505
"5229",2010-02-03 20:00:00,0.396,0.487,0.128,0.722,0.061,0.618,0.657
"5230",2010-02-03 21:00:00,0.757,0.492,0.049,0.733,0.167,0.697,0.631
"5231",2010-02-03 22:00:00,0.612,0.487,0.04,0.81,0.238,0.737,0.53
"5232",2010-02-03 23:00:00,0.511,0.466,0.049,0.766,0.319,0.737,0.53
"5233",2010-02-04 00:00:00,0.596,0.503,0.069,0.705,0.253,0.513,0.556
"5234",2010-02-04 01:00:00,0.396,0.402,0.119,0.612,0.652,0.447,0.379
"5235",2010-02-04 02:00:00,0.331,0.286,0.138,0.545,0.703,0.566,0.253
"5236",2010-02-04 03:00:00,0.341,0.228,0.148,0.457,0.698,0.447,0.227
"5237",2010-02-04 04:00:00,0.291,0.201,0.237,0.468,0.526,0.434,0.202
"5238",2010-02-04 05:00:00,0.246,0.159,0.277,0.408,0.495,0.25,0.152
"5239",2010-02-04 06:00:00,0.12,0.127,0.227,0.287,0.313,0.171,0.101
"5240",2010-02-04 07:00:00,0.09,0.085,0.247,0.27,0.228,0.158,0.101
"5241",2010-02-04 08:00:00,0.185,0.095,0.148,0.127,0.278,0.105,0.051
"5242",2010-02-04 09:00:00,0.256,0.09,0.049,0.022,0.313,0.079,0.025
"5243",2010-02-04 10:00:00,0.17,0.095,0,0.022,0.076,0.039,0.025
"5244",2010-02-04 11:00:00,0.09,0.101,0,0.011,0.02,0.039,0
"5245",2010-02-04 12:00:00,0.095,0.212,0,0,0.01,0.013,0
"5246",2010-02-04 13:00:00,0.055,0.302,0,0,0,0.053,0
"5247",2010-02-04 14:00:00,0.075,0.259,0,0.022,0,0.013,0.025
"5248",2010-02-04 15:00:00,0.03,0.122,0,0,0.061,0.079,0.051
"5249",2010-02-04 16:00:00,0.075,0.206,0,0,0.071,0.079,0.025
"5250",2010-02-04 17:00:00,0.11,0.185,0.01,0.171,0.04,0.145,0.126
"5251",2010-02-04 18:00:00,0.271,0.159,0.01,0.242,0.01,0.145,0.076
"5252",2010-02-04 19:00:00,0.336,0.138,0.01,0.215,0.056,0.118,0.076
"5253",2010-02-04 20:00:00,0.226,0.116,0,0.32,0.192,0.158,0.126
"5254",2010-02-04 21:00:00,0.261,0.228,0.02,0.32,0.233,0.145,0.076
"5255",2010-02-04 22:00:00,0.271,0.27,0.04,0.259,0.162,0.118,0.025
"5256",2010-02-04 23:00:00,0.18,0.27,0.02,0.149,0.192,0.092,0
"5257",2010-02-05 00:00:00,0.206,0.254,0,0.099,0.177,0.105,0.025
"5258",2010-02-05 01:00:00,0.256,0.153,0,0.121,0.137,0.158,0.076
"5259",2010-02-05 02:00:00,0.306,0.122,0,0.171,0.096,0.171,0.101
"5260",2010-02-05 03:00:00,0.321,0.111,0,0.154,0.096,0.132,0.101
"5261",2010-02-05 04:00:00,0.326,0.085,0,0.165,0.238,0.171,0.101
"5262",2010-02-05 05:00:00,0.296,0.079,0,0.055,0.238,0.066,0.025
"5263",2010-02-05 06:00:00,0.226,0.085,0.01,0.006,0.313,0.026,0
"5264",2010-02-05 07:00:00,0.145,0.032,0.03,0.011,0.324,0,0
"5265",2010-02-05 08:00:00,0.085,0.026,0.089,0.006,0.248,0,0
"5266",2010-02-05 09:00:00,0.02,0.011,0.119,0.011,0.233,0,0
"5267",2010-02-05 10:00:00,0.005,0.005,0.208,0,0.197,0,0
"5268",2010-02-05 11:00:00,0,0.011,0.287,0.006,0.147,0,0
"5269",2010-02-05 12:00:00,0,0.048,0.326,0.028,0.111,0,0
"5270",2010-02-05 13:00:00,0,0.106,0.287,0.011,0.157,0.013,0
"5271",2010-02-05 14:00:00,0,0.175,0.385,0,0.167,0.039,0
"5272",2010-02-05 15:00:00,0.025,0.143,0.662,0.044,0.162,0.039,0
"5273",2010-02-05 16:00:00,0.04,0.079,0.692,0.248,0.147,0.053,0.051
"5274",2010-02-05 17:00:00,0.04,0.016,0.781,0.353,0.162,0.105,0.101
"5275",2010-02-05 18:00:00,0.045,0,0.85,0.43,0.172,0.171,0.076
"5276",2010-02-05 19:00:00,0.075,0,0.86,0.364,0.142,0.289,0.101
"5277",2010-02-05 20:00:00,0.105,0.011,0.939,0.336,0.147,0.461,0.202
"5278",2010-02-05 21:00:00,0.15,0.016,0.968,0.358,0.157,0.539,0.328
"5279",2010-02-05 22:00:00,0.19,0.016,0.968,0.441,0.152,0.579,0.429
"5280",2010-02-05 23:00:00,0.251,0.042,0.929,0.474,0.121,0.539,0.404
"5281",2010-02-06 00:00:00,0.381,0.164,0.909,0.507,0.182,0.461,0.48
"5282",2010-02-06 01:00:00,0.576,0.265,0.958,0.501,0.222,0.421,0.631
"5283",2010-02-06 02:00:00,0.617,0.275,0.968,0.628,0.152,0.618,0.758
"5284",2010-02-06 03:00:00,0.556,0.307,0.958,0.76,0.45,0.5,0.657
"5285",2010-02-06 04:00:00,0.536,0.323,0.968,0.65,0.556,0.539,0.631
"5286",2010-02-06 05:00:00,0.602,0.333,0.968,0.672,0.758,0.684,0.657
"5287",2010-02-06 06:00:00,0.727,0.36,0.968,0.843,0.622,0.816,0.859
"5288",2010-02-06 07:00:00,0.682,0.323,0.939,0.882,0.592,0.75,0.682
"5289",2010-02-06 08:00:00,0.561,0.317,0.83,0.86,0.445,0.724,0.833
"5290",2010-02-06 09:00:00,0.662,0.238,0.899,0.909,0.632,0.789,0.808
"5291",2010-02-06 10:00:00,0.406,0.249,0.919,0.733,0.799,0.5,0.682
"5292",2010-02-06 11:00:00,0.376,0.169,0.958,0.623,0.688,0.579,0.783
"5293",2010-02-06 12:00:00,0.476,0.19,0.949,0.601,0.718,0.816,0.909
"5294",2010-02-06 13:00:00,0.677,0.132,0.889,0.716,0.592,0.776,0.808
"5295",2010-02-06 14:00:00,0.637,0.238,0.791,0.579,0.799,0.605,0.758
"5296",2010-02-06 15:00:00,0.516,0.312,0.86,0.496,0.758,0.553,0.707
"5297",2010-02-06 16:00:00,0.326,0.212,0.751,0.567,0.708,0.645,0.53
"5298",2010-02-06 17:00:00,0.12,0.058,0.524,0.479,0.612,0.711,0.429
"5299",2010-02-06 18:00:00,0.16,0.011,0.405,0.314,0.607,0.487,0.379
"5300",2010-02-06 19:00:00,0.326,0.011,0.445,0.287,0.632,0.329,0.404
"5301",2010-02-06 20:00:00,0.416,0.005,0.484,0.59,0.501,0.461,0.455
"5302",2010-02-06 21:00:00,0.366,0.011,0.504,0.529,0.41,0.684,0.631
"5303",2010-02-06 22:00:00,0.266,0.037,0.563,0.413,0.339,0.487,0.707
"5304",2010-02-06 23:00:00,0.291,0.053,0.573,0.501,0.217,0.408,0.354
"5305",2010-02-07 00:00:00,0.441,0.09,0.652,0.562,0.172,0.316,0.227
"5306",2010-02-07 01:00:00,0.496,0.169,0.662,0.573,0.091,0.289,0.253
"5307",2010-02-07 02:00:00,0.496,0.249,0.919,0.479,0.111,0.342,0.354
"5308",2010-02-07 03:00:00,0.436,0.196,0.86,0.413,0.116,0.434,0.379
"5309",2010-02-07 04:00:00,0.386,0.238,0.741,0.397,0.096,0.368,0.328
"5310",2010-02-07 05:00:00,0.391,0.307,0.504,0.496,0.091,0.368,0.278
"5311",2010-02-07 06:00:00,0.321,0.27,0.346,0.474,0.172,0.408,0.253
"5312",2010-02-07 07:00:00,0.291,0.249,0.277,0.342,0.243,0.368,0.202
